round,cid,accuracy,num_examples,drift,label
22,12752010034786212735,0.571,1000,False,IID_adwin_s11
22,5664985229475002910,0.571,1000,False,IID_adwin_s11
22,996999572881125240,0.571,1000,False,IID_adwin_s11
22,4024417183169647370,0.593,1000,False,IID_adwin_s11
22,11017658410225379800,0.603,1000,False,IID_adwin_s11
22,4730118721009354814,0.603,1000,False,IID_adwin_s11
22,526889655197255184,0.626,1000,False,IID_adwin_s11
22,6838481051918593359,0.587,1000,False,IID_adwin_s11
22,2966352841180254946,0.593,1000,False,IID_adwin_s11
22,8543731720318720344,0.584,1000,False,IID_adwin_s11
23,11017658410225379800,0.586,1000,False,IID_adwin_s11
23,996999572881125240,0.582,1000,False,IID_adwin_s11
23,8543731720318720344,0.583,1000,False,IID_adwin_s11
23,2966352841180254946,0.594,1000,False,IID_adwin_s11
23,526889655197255184,0.626,1000,False,IID_adwin_s11
23,4730118721009354814,0.608,1000,False,IID_adwin_s11
23,12752010034786212735,0.577,1000,False,IID_adwin_s11
23,4024417183169647370,0.592,1000,False,IID_adwin_s11
23,5664985229475002910,0.589,1000,False,IID_adwin_s11
23,6838481051918593359,0.605,1000,False,IID_adwin_s11
24,996999572881125240,0.583,1000,False,IID_adwin_s11
24,4730118721009354814,0.615,1000,False,IID_adwin_s11
24,4024417183169647370,0.587,1000,False,IID_adwin_s11
24,5664985229475002910,0.596,1000,False,IID_adwin_s11
24,2966352841180254946,0.59,1000,False,IID_adwin_s11
24,8543731720318720344,0.581,1000,False,IID_adwin_s11
24,12752010034786212735,0.598,1000,False,IID_adwin_s11
24,526889655197255184,0.636,1000,False,IID_adwin_s11
24,6838481051918593359,0.611,1000,False,IID_adwin_s11
24,11017658410225379800,0.598,1000,False,IID_adwin_s11
25,4730118721009354814,0.623,1000,False,IID_adwin_s11
25,996999572881125240,0.572,1000,False,IID_adwin_s11
25,8543731720318720344,0.585,1000,False,IID_adwin_s11
25,5664985229475002910,0.603,1000,False,IID_adwin_s11
25,6838481051918593359,0.611,1000,False,IID_adwin_s11
25,526889655197255184,0.635,1000,False,IID_adwin_s11
25,11017658410225379800,0.6,1000,False,IID_adwin_s11
25,12752010034786212735,0.598,1000,False,IID_adwin_s11
25,2966352841180254946,0.596,1000,False,IID_adwin_s11
25,4024417183169647370,0.582,1000,False,IID_adwin_s11
